GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2002|NAICS2002_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VALPCT|VALPCT_F|PAYANT|PAYANT_F|PAYQ1T|PAYQ1T_F|EMP|EMP_F 
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52|Finance & insurance|001|All firms|||2002|Reference year 2002|440268||2803854868||100||377790172||112112306||6578817|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52|Finance & insurance|804|4 largest firms|||2002|Reference year 2002|7067||277543214||9.9||34045937||10932944||524199|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52|Finance & insurance|808|8 largest firms|||2002|Reference year 2002|15942||451734254||16.1||50538848||17398544||816148|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52|Finance & insurance|820|20 largest firms|||2002|Reference year 2002|42674||790144101||28.2||86676894||28052298||1465040|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52|Finance & insurance|850|50 largest firms|||2002|Reference year 2002|62766||1259107202||44.9||131407227||42184141||2155644|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|521|Monetary authorities - central bank|001|All firms|||2002|Reference year 2002|47||28909454||100||1234355||308694||22367|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|521|Monetary authorities - central bank|804|4 largest firms|||2002|Reference year 2002|20||19441248||67.2||625057||160011||10001|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|521|Monetary authorities - central bank|808|8 largest firms|||2002|Reference year 2002|33||25972186||89.8||950683||238740||16378|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|521|Monetary authorities - central bank|820|20 largest firms|||2002|Reference year 2002|47||28909454||100||1234355||308694||22367|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|521|Monetary authorities - central bank|850|50 largest firms|||2002|Reference year 2002|47||28909454||100||1234355||308694||22367|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5211|Monetary authorities - central bank|001|All firms|||2002|Reference year 2002|47||28909454||100||1234355||308694||22367|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5211|Monetary authorities - central bank|804|4 largest firms|||2002|Reference year 2002|20||19441248||67.2||625057||160011||10001|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5211|Monetary authorities - central bank|808|8 largest firms|||2002|Reference year 2002|33||25972186||89.8||950683||238740||16378|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5211|Monetary authorities - central bank|820|20 largest firms|||2002|Reference year 2002|47||28909454||100||1234355||308694||22367|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5211|Monetary authorities - central bank|850|50 largest firms|||2002|Reference year 2002|47||28909454||100||1234355||308694||22367|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52111|Monetary authorities - central bank|001|All firms|||2002|Reference year 2002|47||28909454||100||1234355||308694||22367|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52111|Monetary authorities - central bank|804|4 largest firms|||2002|Reference year 2002|20||19441248||67.2||625057||160011||10001|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52111|Monetary authorities - central bank|808|8 largest firms|||2002|Reference year 2002|33||25972186||89.8||950683||238740||16378|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52111|Monetary authorities - central bank|820|20 largest firms|||2002|Reference year 2002|47||28909454||100||1234355||308694||22367|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52111|Monetary authorities - central bank|850|50 largest firms|||2002|Reference year 2002|47||28909454||100||1234355||308694||22367|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|521110|Monetary authorities - central bank|001|All firms|||2002|Reference year 2002|47||28909454||100||1234355||308694||22367|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|521110|Monetary authorities - central bank|804|4 largest firms|||2002|Reference year 2002|20||19441248||67.2||625057||160011||10001|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|521110|Monetary authorities - central bank|808|8 largest firms|||2002|Reference year 2002|33||25972186||89.8||950683||238740||16378|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|521110|Monetary authorities - central bank|820|20 largest firms|||2002|Reference year 2002|47||28909454||100||1234355||308694||22367|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|521110|Monetary authorities - central bank|850|50 largest firms|||2002|Reference year 2002|47||28909454||100||1234355||308694||22367|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522|Credit intermediation & related activities|001|All firms|||2002|Reference year 2002|196451||1055713787||100||151201599||43114981||3299521|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522|Credit intermediation & related activities|804|4 largest firms|||2002|Reference year 2002|8279||227363172||21.5||25717203||8825615||479066|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522|Credit intermediation & related activities|808|8 largest firms|||2002|Reference year 2002|26856||341122496||32.3||43771070||14323513||897648|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522|Credit intermediation & related activities|820|20 largest firms|||2002|Reference year 2002|42441||490164661||46.4||60023372||18959969||1226450|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522|Credit intermediation & related activities|850|50 largest firms|||2002|Reference year 2002|55152||619579309||58.7||76427558||23694611||1555560|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221|Depository credit intermediation|001|All firms|||2002|Reference year 2002|114581||604573768||100||96130470||29121067||2196669|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221|Depository credit intermediation|804|4 largest firms|||2002|Reference year 2002|10559||146420847||24.2||24919325||9171453||438160|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221|Depository credit intermediation|808|8 largest firms|||2002|Reference year 2002|22177||210924741||34.9||33562472||11606966||657173|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221|Depository credit intermediation|820|20 largest firms|||2002|Reference year 2002|34893||289409610||47.9||45569652||15174387||935389|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221|Depository credit intermediation|850|50 largest firms|||2002|Reference year 2002|47408||368018404||60.9||57541404||18993065||1172585|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52211|Commercial banking|001|All firms|||2002|Reference year 2002|81357||488659993||100||79150729||24786931||1737056|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52211|Commercial banking|804|4 largest firms|||2002|Reference year 2002|10279||143968214||29.5||24786617||9127505||435851|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52211|Commercial banking|808|8 largest firms|||2002|Reference year 2002|24480||204770577||41.9||34703997||12025703||690472|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52211|Commercial banking|820|20 largest firms|||2002|Reference year 2002|31298||274909295||56.3||43651931||14720018||887859|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52211|Commercial banking|850|50 largest firms|||2002|Reference year 2002|41737||346636422||70.9||54827927||18439423||1099532|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522110|Commercial banking|001|All firms|||2002|Reference year 2002|81357||488659993||100||79150729||24786931||1737056|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522110|Commercial banking|804|4 largest firms|||2002|Reference year 2002|10279||143968214||29.5||24786617||9127505||435851|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522110|Commercial banking|808|8 largest firms|||2002|Reference year 2002|24480||204770577||41.9||34703997||12025703||690472|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522110|Commercial banking|820|20 largest firms|||2002|Reference year 2002|31298||274909295||56.3||43651931||14720018||887859|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522110|Commercial banking|850|50 largest firms|||2002|Reference year 2002|41737||346636422||70.9||54827927||18439423||1099532|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221101|National commercial banks - banking|001|All firms|||2002|Reference year 2002|44590||282055763||100||47785940||15533519||1029397|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221101|National commercial banks - banking|804|4 largest firms|||2002|Reference year 2002|12149||126136660||44.7||23914891||8599416||449670|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221101|National commercial banks - banking|808|8 largest firms|||2002|Reference year 2002|22741||175425828||62.2||30980586||10683647||611604|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221101|National commercial banks - banking|820|20 largest firms|||2002|Reference year 2002|30288||227409295||80.6||37910065||12905181||767334|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221101|National commercial banks - banking|850|50 largest firms|||2002|Reference year 2002|34731||251588258||89.2||42146541||14096483||872125|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221102|State commercial banks - banking|001|All firms|||2002|Reference year 2002|36302||169566070||100||28301924||8139835||684742|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221102|State commercial banks - banking|804|4 largest firms|||2002|Reference year 2002|2308||42306697||24.9||5169741||1700074||111868|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221102|State commercial banks - banking|808|8 largest firms|||2002|Reference year 2002|4271||58101799||34.3||7819607||2478178||169694|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221102|State commercial banks - banking|820|20 largest firms|||2002|Reference year 2002|8038||81353864||48||11940989||3876330||242460|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221102|State commercial banks - banking|850|50 largest firms|||2002|Reference year 2002|12597||102273086||60.3||15696203||4948494||329567|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52212|Savings institutions|001|All firms|||2002|Reference year 2002|16744||77459937||100||10109162||2609760||246426|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52212|Savings institutions|804|4 largest firms|||2002|Reference year 2002|5097||23951724||30.9||2854730||685566||69051|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52212|Savings institutions|808|8 largest firms|||2002|Reference year 2002|5852||30316613||39.1||3331402||828850||80499|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52212|Savings institutions|820|20 largest firms|||2002|Reference year 2002|7203||39524547||51||4542598||1140674||103617|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|52212|Savings institutions|850|50 largest firms|||2002|Reference year 2002|8992||50579847||65.3||5804815||1531841||133342|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522120|Savings institutions|001|All firms|||2002|Reference year 2002|16744||77459937||100||10109162||2609760||246426|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522120|Savings institutions|804|4 largest firms|||2002|Reference year 2002|5097||23951724||30.9||2854730||685566||69051|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522120|Savings institutions|808|8 largest firms|||2002|Reference year 2002|5852||30316613||39.1||3331402||828850||80499|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522120|Savings institutions|820|20 largest firms|||2002|Reference year 2002|7203||39524547||51||4542598||1140674||103617|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|522120|Savings institutions|850|50 largest firms|||2002|Reference year 2002|8992||50579847||65.3||5804815||1531841||133342|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221201|Savings institutions - federally chartered|001|All firms|||2002|Reference year 2002|11801||55971008||100||7039306||1828485||166652|
01|United States|00|01000US|United States|EC|2002 Economic Census|52|Finance and insurance|5221201|Savings institutions - federally chartered|804|4 largest firms|||2002|Reference year 2002|4794||22707730||40.6||2694921||647572||61698|
