GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VAL_PCT|VAL_PCT_F|PAYANN|PAYANN_F|PAYQTR1|PAYQTR1_F|EMP|EMP_F 
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|7224|Drinking places (alcoholic beverages)|808|8 largest firms|||2007|Reference year 2007|193||551337||3||135938||33283||8620|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|7224|Drinking places (alcoholic beverages)|820|20 largest firms|||2007|Reference year 2007|270||817483||4.5||199244||49970||12079|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|7224|Drinking places (alcoholic beverages)|850|50 largest firms|||2007|Reference year 2007|371||1218874||6.7||292810||71477||16803|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|72241|Drinking places (alcoholic beverages)|001|All firms|||2007|Reference year 2007|46924||18318068||100||4183499||1017796||356194|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|72241|Drinking places (alcoholic beverages)|804|4 largest firms|||2007|Reference year 2007|144||382547||2.1||101166||25998||5960|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|72241|Drinking places (alcoholic beverages)|808|8 largest firms|||2007|Reference year 2007|193||551337||3||135938||33283||8620|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|72241|Drinking places (alcoholic beverages)|820|20 largest firms|||2007|Reference year 2007|270||817483||4.5||199244||49970||12079|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|72241|Drinking places (alcoholic beverages)|850|50 largest firms|||2007|Reference year 2007|371||1218874||6.7||292810||71477||16803|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|722410|Drinking places (alcoholic beverages)|001|All firms|||2007|Reference year 2007|46924||18318068||100||4183499||1017796||356194|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|722410|Drinking places (alcoholic beverages)|804|4 largest firms|||2007|Reference year 2007|144||382547||2.1||101166||25998||5960|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|722410|Drinking places (alcoholic beverages)|808|8 largest firms|||2007|Reference year 2007|193||551337||3||135938||33283||8620|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|722410|Drinking places (alcoholic beverages)|820|20 largest firms|||2007|Reference year 2007|270||817483||4.5||199244||49970||12079|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|722410|Drinking places (alcoholic beverages)|850|50 largest firms|||2007|Reference year 2007|371||1218874||6.7||292810||71477||16803|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|72|Accommodation and food services|001|All firms|||2007|Reference year 2007|634361||613795732||100||170826847||41234525||11600751|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|72|Accommodation and food services|804|4 largest firms|||2007|Reference year 2007|2528||35822647||5.8||10681437||2679516||421525|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|72|Accommodation and food services|808|8 largest firms|||2007|Reference year 2007|24854||62120620||10.1||17437582||4217160||813112|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|72|Accommodation and food services|820|20 largest firms|||2007|Reference year 2007|36936||107068261||17.4||30468103||7528816||1511142|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|72|Accommodation and food services|850|50 largest firms|||2007|Reference year 2007|49287||145283538||23.7||40861181||10086176||2118115|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|721|Accommodation|001|All firms|||2007|Reference year 2007|62740||180391205||100||46393287||11392704||1970661|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|721|Accommodation|804|4 largest firms|||2007|Reference year 2007|1048||34409671||19.1||9356005||2329262||302756|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|721|Accommodation|808|8 largest firms|||2007|Reference year 2007|1625||49325212||27.3||13538582||3502077||429670|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|721|Accommodation|820|20 largest firms|||2007|Reference year 2007|3598||65719412||36.4||17235881||4429767||568797|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|721|Accommodation|850|50 largest firms|||2007|Reference year 2007|4514||83297404||46.2||21302595||5459474||723803|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|7211|Traveler accommodation|001|All firms|||2007|Reference year 2007|53103||175183663||100||45138911||11160723||1919638|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|7211|Traveler accommodation|804|4 largest firms|||2007|Reference year 2007|1048||34409671||19.6||9356005||2329262||302756|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|7211|Traveler accommodation|808|8 largest firms|||2007|Reference year 2007|1625||49325212||28.2||13538582||3502077||429670|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|7211|Traveler accommodation|820|20 largest firms|||2007|Reference year 2007|3597||65651596||37.5||17226084||4427352||568382|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|7211|Traveler accommodation|850|50 largest firms|||2007|Reference year 2007|4512||83228374||47.5||21292509||5456987||723375|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|72111|Hotels (except casino hotels) and motels|001|All firms|||2007|Reference year 2007|48108||122033327||100||31592733||7778836||1462464|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|72111|Hotels (except casino hotels) and motels|804|4 largest firms|||2007|Reference year 2007|1365||27529265||22.6||7375275||1905230||238441|
01|United States|00|01000US|United States|EC|Economic Census|72|Accommodation and food services|72111|Hotels (except casino hotels) and motels|808|8 largest firms|||2007|Reference year 2007|2729||34448609||28.2||9012992||2324218||308030|
