GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2002|NAICS2002_MEANING|OPTAX|OPTAX_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VALPCT|VALPCT_F|PAYANT|PAYANT_F|PAYQ1T|PAYQ1T_F|EMP|EMP_F 
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61|Educational services|A|All establishments|001|All firms|||2002|Reference year 2002|49319||30690707||100||10164378||2445276||430164|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61|Educational services|A|All establishments|804|4 largest firms|||2002|Reference year 2002|477||1994616||6.5||538970||136728||16177|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61|Educational services|A|All establishments|808|8 largest firms|||2002|Reference year 2002|981||3249928||10.6||847063||212712||26307|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61|Educational services|A|All establishments|820|20 largest firms|||2002|Reference year 2002|1345||4796968||15.6||1276328||314240||38131|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61|Educational services|A|All establishments|850|50 largest firms|||2002|Reference year 2002|1494||6571233||21.4||1785875||433516||50013|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611|Educational services|A|All establishments|001|All firms|||2002|Reference year 2002|49319||30690707||100||10164378||2445276||430164|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611|Educational services|A|All establishments|804|4 largest firms|||2002|Reference year 2002|477||1994616||6.5||538970||136728||16177|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611|Educational services|A|All establishments|808|8 largest firms|||2002|Reference year 2002|981||3249928||10.6||847063||212712||26307|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611|Educational services|A|All establishments|820|20 largest firms|||2002|Reference year 2002|1345||4796968||15.6||1276328||314240||38131|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611|Educational services|A|All establishments|850|50 largest firms|||2002|Reference year 2002|1494||6571233||21.4||1785875||433516||50013|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|6114|Business schools & computer & management training|A|All establishments|001|All firms|||2002|Reference year 2002|7926||7717082||100||2682997||663798||67614|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|6114|Business schools & computer & management training|A|All establishments|804|4 largest firms|||2002|Reference year 2002|46||675845||8.8||133469||36631||2525|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|6114|Business schools & computer & management training|A|All establishments|808|8 largest firms|||2002|Reference year 2002|88||944025||12.2||213183||57050||3938|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|6114|Business schools & computer & management training|A|All establishments|820|20 largest firms|||2002|Reference year 2002|124||1503645||19.5||423173||109816||7666|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|6114|Business schools & computer & management training|A|All establishments|850|50 largest firms|||2002|Reference year 2002|287||2314909||30||718001||179447||13605|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61141|Business & secretarial schools|A|All establishments|001|All firms|||2002|Reference year 2002|459||498389||100||184718||44154||7970|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61141|Business & secretarial schools|A|All establishments|804|4 largest firms|||2002|Reference year 2002|16||61996||12.4||20900||5050||880|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61141|Business & secretarial schools|A|All establishments|808|8 largest firms|||2002|Reference year 2002|29||112063||22.5||39790||9573||1589|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61141|Business & secretarial schools|A|All establishments|820|20 largest firms|||2002|Reference year 2002|64||212348||42.6||75178||17968||2857|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61141|Business & secretarial schools|A|All establishments|850|50 largest firms|||2002|Reference year 2002|125||320376||64.3||115678||27259||4496|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611410|Business & secretarial schools|A|All establishments|001|All firms|||2002|Reference year 2002|459||498389||100||184718||44154||7970|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611410|Business & secretarial schools|A|All establishments|804|4 largest firms|||2002|Reference year 2002|16||61996||12.4||20900||5050||880|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611410|Business & secretarial schools|A|All establishments|808|8 largest firms|||2002|Reference year 2002|29||112063||22.5||39790||9573||1589|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611410|Business & secretarial schools|A|All establishments|820|20 largest firms|||2002|Reference year 2002|64||212348||42.6||75178||17968||2857|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611410|Business & secretarial schools|A|All establishments|850|50 largest firms|||2002|Reference year 2002|125||320376||64.3||115678||27259||4496|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61142|Computer training|A|All establishments|001|All firms|||2002|Reference year 2002|2988||3248547||100||1214228||308214||29281|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61142|Computer training|A|All establishments|804|4 largest firms|||2002|Reference year 2002|41||631934||19.5||121437||35181||1976|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61142|Computer training|A|All establishments|808|8 largest firms|||2002|Reference year 2002|58||825428||25.4||230952||62610||3704|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61142|Computer training|A|All establishments|820|20 largest firms|||2002|Reference year 2002|120||1167097||35.9||382798||95861||6667|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61142|Computer training|A|All establishments|850|50 largest firms|||2002|Reference year 2002|197||1568902||48.3||526223||133988||10137|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611420|Computer training|A|All establishments|001|All firms|||2002|Reference year 2002|2988||3248547||100||1214228||308214||29281|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611420|Computer training|A|All establishments|804|4 largest firms|||2002|Reference year 2002|41||631934||19.5||121437||35181||1976|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611420|Computer training|A|All establishments|808|8 largest firms|||2002|Reference year 2002|58||825428||25.4||230952||62610||3704|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611420|Computer training|A|All establishments|820|20 largest firms|||2002|Reference year 2002|120||1167097||35.9||382798||95861||6667|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611420|Computer training|A|All establishments|850|50 largest firms|||2002|Reference year 2002|197||1568902||48.3||526223||133988||10137|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61143|Professional & management development training|A|All establishments|001|All firms|||2002|Reference year 2002|4479||3970146||100||1284051||311430||30363|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61143|Professional & management development training|A|All establishments|804|4 largest firms|||2002|Reference year 2002|47||307463||7.7||84019||19660||1612|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61143|Professional & management development training|A|All establishments|808|8 largest firms|||2002|Reference year 2002|54||519485||13.1||136537||33083||2779|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61143|Professional & management development training|A|All establishments|820|20 largest firms|||2002|Reference year 2002|125||915024||23||251497||60782||5098|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|61143|Professional & management development training|A|All establishments|850|50 largest firms|||2002|Reference year 2002|180||1390768||35||410568||100908||8278|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611430|Professional & management development training|A|All establishments|001|All firms|||2002|Reference year 2002|4479||3970146||100||1284051||311430||30363|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611430|Professional & management development training|A|All establishments|804|4 largest firms|||2002|Reference year 2002|47||307463||7.7||84019||19660||1612|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611430|Professional & management development training|A|All establishments|808|8 largest firms|||2002|Reference year 2002|54||519485||13.1||136537||33083||2779|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611430|Professional & management development training|A|All establishments|820|20 largest firms|||2002|Reference year 2002|125||915024||23||251497||60782||5098|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|611430|Professional & management development training|A|All establishments|850|50 largest firms|||2002|Reference year 2002|180||1390768||35||410568||100908||8278|
01|United States|00|01000US|United States|EC|2002 Economic Census|61|Educational services|6115|Technical & trade schools|A|All establishments|001|All firms|||2002|Reference year 2002|7248||7451159||100||2454426||590724||91893|
