GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VAL_PCT|VAL_PCT_F|PAYANN|PAYANN_F|PAYQTR1|PAYQTR1_F|EMP|EMP_F 
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|52239|Other activities related to credit intermediation|820|20 largest firms|||2007|Reference year 2007|9651||6136390||49.9||1133622||311572||31372|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|52239|Other activities related to credit intermediation|850|50 largest firms|||2007|Reference year 2007|11177||7703110||62.6||1570114||429008||42422|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|522390|Other activities related to credit intermediation|001|All firms|||2007|Reference year 2007|20793||12300464||100||2901598||768581||86551|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|522390|Other activities related to credit intermediation|804|4 largest firms|||2007|Reference year 2007|3544||2411032||19.6||426916||133190||10335|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|522390|Other activities related to credit intermediation|808|8 largest firms|||2007|Reference year 2007|7059||3937792||32||692094||191260||19835|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|522390|Other activities related to credit intermediation|820|20 largest firms|||2007|Reference year 2007|9651||6136390||49.9||1133622||311572||31372|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|522390|Other activities related to credit intermediation|850|50 largest firms|||2007|Reference year 2007|11177||7703110||62.6||1570114||429008||42422|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|523|Securities, commodity contracts, investments|001|All firms|||2007|Reference year 2007|85475||611507962||100||166305518||66515058||884915|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|523|Securities, commodity contracts, investments|804|4 largest firms|||2007|Reference year 2007|3787||150190027||24.6||32583129||18439712||112150|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|523|Securities, commodity contracts, investments|808|8 largest firms|||2007|Reference year 2007|4510||235498486||38.5||48503761||26415752||160544|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|523|Securities, commodity contracts, investments|820|20 largest firms|||2007|Reference year 2007|18890||316915836||51.8||73320028||36534236||339741|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|523|Securities, commodity contracts, investments|850|50 largest firms|||2007|Reference year 2007|20093||393341754||64.3||92390656||43194597||427308|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|5231|Securities and commodity contracts intermediation and brokerage|001|All firms|||2007|Reference year 2007|37478||371499600||100||92731276||43112211||460309|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|5231|Securities and commodity contracts intermediation and brokerage|804|4 largest firms|||2007|Reference year 2007|2013||145044355||39||33302600||18218794||104555|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|5231|Securities and commodity contracts intermediation and brokerage|808|8 largest firms|||2007|Reference year 2007|4028||215659448||58.1||46025300||25081132||146062|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|5231|Securities and commodity contracts intermediation and brokerage|820|20 largest firms|||2007|Reference year 2007|18105||280077657||75.4||64753519||33512139||280501|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|5231|Securities and commodity contracts intermediation and brokerage|850|50 largest firms|||2007|Reference year 2007|20368||316871947||85.3||74635255||37717951||331395|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|52311|Investment banking and securities dealing|001|All firms|||2007|Reference year 2007|3587||203139021||100||49383611||28111024||130790|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|52311|Investment banking and securities dealing|804|4 largest firms|||2007|Reference year 2007|264||104993517||51.7||24043781||14424513||50140|
01|United States|00|01000US|United States|EC|Economic Census|52|Finance and insurance|52311|Investment banking and securities dealing|808|8 largest firms|||2007|Reference year 2007|282||155594366||76.6||33962365||20913526||70551|
