GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2002|NAICS2002_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VALPCT|VALPCT_F|PAYANT|PAYANT_F|PAYQ1T|PAYQ1T_F|EMP|EMP_F 
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44-45|Retail trade|001|All firms|||2002|Reference year 2002|1114637||3056421997||100||302113581||72444977||14647675|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44-45|Retail trade|804|4 largest firms|||2002|Reference year 2002|9875||336446320||11||31814429||7601015||1676642|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44-45|Retail trade|808|8 largest firms|||2002|Reference year 2002|18171||467209528||15.3||45085721||10844398||2254860|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44-45|Retail trade|820|20 largest firms|||2002|Reference year 2002|40880||729585896||23.9||69956819||16925284||3714478|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44-45|Retail trade|850|50 largest firms|||2002|Reference year 2002|76683||969098736||31.7||91199337||22174592||4998878|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441|Motor vehicle & parts dealers|001|All firms|||2002|Reference year 2002|125139||801740162||100||64548763||15143160||1845496|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441|Motor vehicle & parts dealers|804|4 largest firms|||2002|Reference year 2002|3667||37179227||4.6||2793350||671532||86302|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441|Motor vehicle & parts dealers|808|8 largest firms|||2002|Reference year 2002|6357||53054367||6.6||4073123||983927||135986|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441|Motor vehicle & parts dealers|820|20 largest firms|||2002|Reference year 2002|11796||75031900||9.4||6557507||1577566||223019|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441|Motor vehicle & parts dealers|850|50 largest firms|||2002|Reference year 2002|15559||96812424||12.1||8573558||2083018||281967|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|4411|Automobile dealers|001|All firms|||2002|Reference year 2002|51731||693840253||100||49308063||11585323||1252800|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|4411|Automobile dealers|804|4 largest firms|||2002|Reference year 2002|556||36485305||5.3||2305552||573332||55444|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|4411|Automobile dealers|808|8 largest firms|||2002|Reference year 2002|751||49992257||7.2||3259618||804395||78281|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|4411|Automobile dealers|820|20 largest firms|||2002|Reference year 2002|1045||64056888||9.2||4048917||996293||98344|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|4411|Automobile dealers|850|50 largest firms|||2002|Reference year 2002|1362||80042662||11.5||5121379||1247622||122294|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44111|New car dealers|001|All firms|||2002|Reference year 2002|26670||645759322||100||46306269||10865160||1143753|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44111|New car dealers|804|4 largest firms|||2002|Reference year 2002|553||36441081||5.6||2301957||572727||55382|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44111|New car dealers|808|8 largest firms|||2002|Reference year 2002|756||48278629||7.5||3216579||792069||75757|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44111|New car dealers|820|20 largest firms|||2002|Reference year 2002|967||61400305||9.5||3890220||958375||93147|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44111|New car dealers|850|50 largest firms|||2002|Reference year 2002|1197||77287458||12||4948789||1205624||116456|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441110|New car dealers|001|All firms|||2002|Reference year 2002|26670||645759322||100||46306269||10865160||1143753|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441110|New car dealers|804|4 largest firms|||2002|Reference year 2002|553||36441081||5.6||2301957||572727||55382|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441110|New car dealers|808|8 largest firms|||2002|Reference year 2002|756||48278629||7.5||3216579||792069||75757|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441110|New car dealers|820|20 largest firms|||2002|Reference year 2002|967||61400305||9.5||3890220||958375||93147|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441110|New car dealers|850|50 largest firms|||2002|Reference year 2002|1197||77287458||12||4948789||1205624||116456|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44112|Used car dealers|001|All firms|||2002|Reference year 2002|25061||48080931||100||3001794||720163||109047|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44112|Used car dealers|804|4 largest firms|||2002|Reference year 2002|177||3418914||7.1||193694||46519||6469|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44112|Used car dealers|808|8 largest firms|||2002|Reference year 2002|192||3896426||8.1||226618||54052||7161|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44112|Used car dealers|820|20 largest firms|||2002|Reference year 2002|221||4796560||10||278634||66280||8347|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44112|Used car dealers|850|50 largest firms|||2002|Reference year 2002|287||6235658||13||348585||82553||10169|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441120|Used car dealers|001|All firms|||2002|Reference year 2002|25061||48080931||100||3001794||720163||109047|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441120|Used car dealers|804|4 largest firms|||2002|Reference year 2002|177||3418914||7.1||193694||46519||6469|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441120|Used car dealers|808|8 largest firms|||2002|Reference year 2002|192||3896426||8.1||226618||54052||7161|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441120|Used car dealers|820|20 largest firms|||2002|Reference year 2002|221||4796560||10||278634||66280||8347|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|441120|Used car dealers|850|50 largest firms|||2002|Reference year 2002|287||6235658||13||348585||82553||10169|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|4412|Other motor vehicle dealers|001|All firms|||2002|Reference year 2002|15710||47135901||100||4290265||936982||139228|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|4412|Other motor vehicle dealers|804|4 largest firms|||2002|Reference year 2002|311||1959329||4.2||141168||35734||4985|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|4412|Other motor vehicle dealers|808|8 largest firms|||2002|Reference year 2002|356||2892212||6.1||207157||49555||6237|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|4412|Other motor vehicle dealers|820|20 largest firms|||2002|Reference year 2002|559||4674854||9.9||341653||79873||10171|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|4412|Other motor vehicle dealers|850|50 largest firms|||2002|Reference year 2002|736||6884141||14.6||513017||120069||15406|
01|United States|00|01000US|United States|EC|2002 Economic Census|44|Retail trade|44121|Recreational vehicle dealers|001|All firms|||2002|Reference year 2002|3080||14835723||100||1230732||266283||35227|
