GEO_ID|GEOGRAPHY|GEOTYPE|GEOTYPE_MEANING|SECTOR|SECTOR_MEANING|NAICS|NAICS_MEANING|TAXIND|TAXIND_MEANING|YEAR|YEAR_MEANING|CONCENFI|CONCENFI_MEANING|ESTAB|ESTABF|ECVALUE|ECVALUEF|VALPCT|VALPCTF|PAY|PAYF|PAY1Q|PAY1QF|EMP|EMPF 
01000US|United States|1|United States|81|Other services (except public administration)|81|Other services (except public administration)|T|Taxable establishments|1997|Reference year 1997|003|All firms|420950||163033330||100||48452606||11235179||2493574|
01000US|United States|1|United States|81|Other services (except public administration)|81|Other services (except public administration)|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|98765||102864355||100||17067506||4047645||762604|
01000US|United States|1|United States|81|Other services (except public administration)|81|Other services (except public administration)|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|3695||5511338||3.4||1690467||372408||83065|
01000US|United States|1|United States|81|Other services (except public administration)|81|Other services (except public administration)|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|63||4302207||4.2||203149||50387||5700|
01000US|United States|1|United States|81|Other services (except public administration)|81|Other services (except public administration)|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|4152||8728769||5.4||2787892||627774||124684|
01000US|United States|1|United States|81|Other services (except public administration)|81|Other services (except public administration)|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|70||6400658||6.2||266225||66423||6783|
01000US|United States|1|United States|81|Other services (except public administration)|81|Other services (except public administration)|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|10099||13973692||8.6||4052968||929875||191215|
01000US|United States|1|United States|81|Other services (except public administration)|81|Other services (except public administration)|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|133||10976589||10.7||470417||117690||11223|
01000US|United States|1|United States|81|Other services (except public administration)|81|Other services (except public administration)|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|16391||20920244||12.8||5887412||1371827||275718|
01000US|United States|1|United States|81|Other services (except public administration)|81|Other services (except public administration)|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|381||17799201||17.3||843043||196036||21798|
01000US|United States|1|United States|81|Other services (except public administration)|811|Repair & maintenance|T|Taxable establishments|1997|Reference year 1997|003|All firms|235466||105153886||100||29875211||6938363||1276389|
01000US|United States|1|United States|81|Other services (except public administration)|811|Repair & maintenance|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|1586||3884389||3.7||1331230||300133||40639|
01000US|United States|1|United States|81|Other services (except public administration)|811|Repair & maintenance|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|2511||5160629||4.9||1649109||377545||49845|
01000US|United States|1|United States|81|Other services (except public administration)|811|Repair & maintenance|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|3966||7814782||7.4||2311602||540306||73119|
01000US|United States|1|United States|81|Other services (except public administration)|811|Repair & maintenance|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|6604||10681200||10.2||3200453||754257||107893|
01000US|United States|1|United States|81|Other services (except public administration)|8111|Automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|003|All firms|164360||62200597||100||16865209||3931106||815149|
01000US|United States|1|United States|81|Other services (except public administration)|8111|Automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|2508||1452189||2.3||359101||88081||17616|
01000US|United States|1|United States|81|Other services (except public administration)|8111|Automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|3892||2012532||3.2||505948||121623||28932|
01000US|United States|1|United States|81|Other services (except public administration)|8111|Automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|4872||2952830||4.7||763491||180590||40139|
01000US|United States|1|United States|81|Other services (except public administration)|8111|Automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|5888||3869041||6.2||995632||233520||50608|
01000US|United States|1|United States|81|Other services (except public administration)|81111|Automotive mechanical & electrical repair & maintenance|T|Taxable establishments|1997|Reference year 1997|003|All firms|99444||33510059||100||8633670||2006740||385325|
